ID;name;region;material;pricePerUnit;currency_code;leadTime;rating;category;contactEmail;contactPhone;address;isActive
9588;Brown, Mason and Harris;MEA;Cement Bags;7507.37;USD;7;3.75;construction;contact@brownmasonandharris.com;+1-555-000-0000;MEA Office;true
9589;Mckinney-Callahan;LATAM;Steel Rebars;10972.64;USD;28;3.45;construction;contact@mckinneycallahan.com;+1-555-000-0000;LATAM Office;true
9590;Gonzalez, Fox and Snow;NA;Scaffolding;8699.6;USD;23;4.55;construction;contact@gonzalezfoxandsnow.com;+1-555-000-0000;NA Office;true
9591;Hoover Inc;LATAM;Steel Rebars;560.97;USD;23;3.05;construction;contact@hooverinc.com;+1-555-000-0000;LATAM Office;true
9592;Mack-Morris;EU;Glass Panels;11431.01;USD;13;3.85;construction;contact@mackmorris.com;+1-555-000-0000;EU Office;true
9593;Smith, Delgado and Winters;EU;Scaffolding;10314.94;USD;30;2.95;construction;contact@smithdelgadoandwinters.com;+1-555-000-0000;EU Office;true
9594;Owens Inc;LATAM;Scaffolding;14857.21;USD;26;3.05;construction;contact@owensinc.com;+1-555-000-0000;LATAM Office;true
9595;Henderson-James;LATAM;Scaffolding;716.05;USD;30;4.95;construction;contact@hendersonjames.com;+1-555-000-0000;LATAM Office;true
9596;Carter-Martin;APAC;Concrete Mixers;3821.4;USD;29;4.05;construction;contact@cartermartin.com;+1-555-000-0000;APAC Office;true
9597;Fields-Ramirez;EU;Scaffolding;5997.76;USD;11;4.45;construction;contact@fieldsramirez.com;+1-555-000-0000;EU Office;true
9598;Johnson, Larson and Adkins;NA;Steel Rebars;1419.5;USD;31;4.25;construction;contact@johnsonlarsonandadkins.com;+1-555-000-0000;NA Office;true
9599;Bridges-Keller;LATAM;Concrete Mixers;3844.98;USD;22;3.35;construction;contact@bridgeskeller.com;+1-555-000-0000;LATAM Office;true
9600;Vasquez Inc;NA;Cement Bags;1033.82;USD;13;3.15;construction;contact@vasquezinc.com;+1-555-000-0000;NA Office;true
9601;Thomas-Solomon;APAC;Scaffolding;5833.3;USD;29;3.85;construction;contact@thomassolomon.com;+1-555-000-0000;APAC Office;true
9602;Ingram-Johnson;LATAM;Glass Panels;7603.47;USD;8;2.75;construction;contact@ingramjohnson.com;+1-555-000-0000;LATAM Office;true
9603;Shaw Ltd;NA;Steel Rebars;13052.89;USD;8;2.75;construction;contact@shawltd.com;+1-555-000-0000;NA Office;true
9604;Collins-Kaiser;EU;Scaffolding;1695.32;USD;12;2.65;construction;contact@collinskaiser.com;+1-555-000-0000;EU Office;true
9605;Rogers, Beard and Mueller;LATAM;Concrete Mixers;7964.62;USD;10;4.65;construction;contact@rogersbeardandmueller.com;+1-555-000-0000;LATAM Office;true
9606;Harvey LLC;NA;Scaffolding;12932.01;USD;19;3.65;construction;contact@harveyllc.com;+1-555-000-0000;NA Office;true
9607;Nelson, Gardner and Davis;NA;Cement Bags;9263.18;USD;19;3.15;construction;contact@nelsongardneranddavis.com;+1-555-000-0000;NA Office;true
9608;Cordova, Davis and Herrera;EU;Steel Rebars;7298.79;USD;7;2.95;construction;contact@cordovadavisandherrera.com;+1-555-000-0000;EU Office;true
9609;Merritt LLC;APAC;Scaffolding;3822.18;USD;24;4.75;construction;contact@merrittllc.com;+1-555-000-0000;APAC Office;true
9610;Holmes, Buck and Graham;MEA;Glass Panels;13732.05;USD;11;5.05;construction;contact@holmesbuckandgraham.com;+1-555-000-0000;MEA Office;true
9611;Miller, Anderson and Rogers;MEA;Scaffolding;11795;USD;16;2.75;construction;contact@millerandersonandrogers.com;+1-555-000-0000;MEA Office;true
9612;Boyd, Benson and Wilson;EU;Concrete Mixers;3822.51;USD;16;4.85;construction;contact@boydbensonandwilson.com;+1-555-000-0000;EU Office;true
9613;Reynolds-Powell;APAC;Concrete Mixers;2081.12;USD;35;2.95;construction;contact@reynoldspowell.com;+1-555-000-0000;APAC Office;true
9614;Patel-Kaiser;LATAM;Steel Rebars;5967.8;USD;25;3.85;construction;contact@patelkaiser.com;+1-555-000-0000;LATAM Office;true
9615;Walker-Chavez;APAC;Glass Panels;5019.15;USD;13;3.85;construction;contact@walkerchavez.com;+1-555-000-0000;APAC Office;true
9616;Austin LLC;EU;Steel Rebars;7144.97;USD;12;3.15;construction;contact@austinllc.com;+1-555-000-0000;EU Office;true
9617;Ramos, Luna and Vargas;APAC;Cement Bags;5909.3;USD;39;4.85;construction;contact@ramoslunaandvargas.com;+1-555-000-0000;APAC Office;true
9618;Harris, Gonzales and Gaines;LATAM;Concrete Mixers;12750.13;USD;18;4.45;construction;contact@harrisgonzalesandgaines.com;+1-555-000-0000;LATAM Office;true
9619;Davila, Harper and Johnson;APAC;Scaffolding;3551.59;USD;20;3.25;construction;contact@davilaharperandjohnson.com;+1-555-000-0000;APAC Office;true
9620;Pittman-Hernandez;LATAM;Cement Bags;947.33;USD;13;3.35;construction;contact@pittmanhernandez.com;+1-555-000-0000;LATAM Office;true
9621;Dixon, Davis and Tran;APAC;Concrete Mixers;14833.77;USD;20;4.85;construction;contact@dixondavisandtran.com;+1-555-000-0000;APAC Office;true
9622;Young-Harris;NA;Glass Panels;11698;USD;29;3.55;construction;contact@youngharris.com;+1-555-000-0000;NA Office;true
9623;Park-Hodges;NA;Scaffolding;3905.04;USD;8;3.35;construction;contact@parkhodges.com;+1-555-000-0000;NA Office;true
9624;Rodriguez Inc;MEA;Cement Bags;146.8;USD;10;3.25;construction;contact@rodriguezinc.com;+1-555-000-0000;MEA Office;true
9625;Spears, Aguilar and Baker;NA;Cement Bags;13893.16;USD;27;4.25;construction;contact@spearsaguilarandbaker.com;+1-555-000-0000;NA Office;true
9626;Bridges Inc;NA;Steel Rebars;6726.5;USD;31;4.05;construction;contact@bridgesinc.com;+1-555-000-0000;NA Office;true
9627;Duran-Cummings;APAC;Scaffolding;12040.93;USD;39;2.65;construction;contact@durancummings.com;+1-555-000-0000;APAC Office;true
9628;Hart Group;EU;Concrete Mixers;2978.07;USD;32;2.85;construction;contact@hartgroup.com;+1-555-000-0000;EU Office;true
9629;Curry, Walker and Ross;MEA;Glass Panels;4022.82;USD;25;3.35;construction;contact@currywalkerandross.com;+1-555-000-0000;MEA Office;true
9630;Weber PLC;APAC;Glass Panels;10626.26;USD;27;4.45;construction;contact@weberplc.com;+1-555-000-0000;APAC Office;true
9631;Stanley-Pittman;NA;Steel Rebars;4121.7;USD;38;4.35;construction;contact@stanleypittman.com;+1-555-000-0000;NA Office;true
9632;Rich, Johnson and Fitzgerald;MEA;Scaffolding;9209.74;USD;6;3.85;construction;contact@richjohnsonandfitzgerald.com;+1-555-000-0000;MEA Office;true
9633;Robbins Group;NA;Glass Panels;8050.17;USD;27;4.95;construction;contact@robbinsgroup.com;+1-555-000-0000;NA Office;true
9634;Cordova and Sons;NA;Concrete Mixers;12661.31;USD;14;3.95;construction;contact@cordovaandsons.com;+1-555-000-0000;NA Office;true
9635;Thomas Ltd;EU;Steel Rebars;3947.4;USD;37;4.65;construction;contact@thomasltd.com;+1-555-000-0000;EU Office;true
9636;Moore and Sons;NA;Scaffolding;13090.99;USD;38;3.55;construction;contact@mooreandsons.com;+1-555-000-0000;NA Office;true
9637;Jackson, Sosa and Sellers;EU;Glass Panels;125.79;USD;23;4.35;construction;contact@jacksonsosaandsellers.com;+1-555-000-0000;EU Office;true
9638;Randall LLC;MEA;Concrete Mixers;8736.99;USD;32;4.85;construction;contact@randallllc.com;+1-555-000-0000;MEA Office;true
9639;Pope, Williams and Potts;APAC;Glass Panels;3236.76;USD;27;3.65;construction;contact@popewilliamsandpotts.com;+1-555-000-0000;APAC Office;true
9640;Brown, Cantrell and Newman;APAC;Scaffolding;6268.41;USD;38;3.25;construction;contact@browncantrellandnewman.com;+1-555-000-0000;APAC Office;true
9641;Herrera-Ramsey;APAC;Cement Bags;3921.01;USD;31;4.15;construction;contact@herreraramsey.com;+1-555-000-0000;APAC Office;true
9642;Alvarado PLC;EU;Steel Rebars;1063.5;USD;40;3.95;construction;contact@alvaradoplc.com;+1-555-000-0000;EU Office;true
9643;Rhodes, Bates and Fitzgerald;EU;Cement Bags;7687.45;USD;16;3.95;construction;contact@rhodesbatesandfitzgerald.com;+1-555-000-0000;EU Office;true
9644;Hodge-Perkins;LATAM;Concrete Mixers;14875.83;USD;19;3.35;construction;contact@hodgeperkins.com;+1-555-000-0000;LATAM Office;true
9645;Bennett, Randall and Gill;NA;Scaffolding;14935.25;USD;14;2.85;construction;contact@bennettrandallandgill.com;+1-555-000-0000;NA Office;true
9646;Spence PLC;EU;Concrete Mixers;585.89;USD;5;2.85;construction;contact@spenceplc.com;+1-555-000-0000;EU Office;true
9647;Erickson-Jones;LATAM;Glass Panels;7922.6;USD;6;3.35;construction;contact@ericksonjones.com;+1-555-000-0000;LATAM Office;true
9648;Franklin-Foster;EU;Glass Panels;11940.74;USD;16;2.95;construction;contact@franklinfoster.com;+1-555-000-0000;EU Office;true
9649;Rodriguez, Kelly and Martinez;LATAM;Steel Rebars;5421.49;USD;22;4.05;construction;contact@rodriguezkellyandmartinez.com;+1-555-000-0000;LATAM Office;true
9650;Malone Group;EU;Steel Rebars;8297.91;USD;29;4.65;construction;contact@malonegroup.com;+1-555-000-0000;EU Office;true
9651;Hunter, Mcdaniel and Gonzalez;APAC;Concrete Mixers;13115.95;USD;11;3.55;construction;contact@huntermcdanielandgonzalez.com;+1-555-000-0000;APAC Office;true
9652;Wilson, Anderson and Murphy;MEA;Scaffolding;963.01;USD;35;3.55;construction;contact@wilsonandersonandmurphy.com;+1-555-000-0000;MEA Office;true
9653;Vasquez, Fry and Sanchez;NA;Glass Panels;4317.04;USD;5;2.95;construction;contact@vasquezfryandsanchez.com;+1-555-000-0000;NA Office;true
9654;Tucker, Ellis and Collins;EU;Concrete Mixers;13713.82;USD;13;2.85;construction;contact@tuckerellisandcollins.com;+1-555-000-0000;EU Office;true
9655;Stewart, Reese and Davis;APAC;Concrete Mixers;10273.56;USD;11;4.95;construction;contact@stewartreeseanddavis.com;+1-555-000-0000;APAC Office;true
9656;Villegas LLC;EU;Steel Rebars;9021.97;USD;16;3.25;construction;contact@villegasllc.com;+1-555-000-0000;EU Office;true
9657;Parker, Elliott and Craig;MEA;Scaffolding;5600.73;USD;14;4.95;construction;contact@parkerelliottandcraig.com;+1-555-000-0000;MEA Office;true
9658;Deleon Inc;MEA;Concrete Mixers;10338.9;USD;26;4.25;construction;contact@deleoninc.com;+1-555-000-0000;MEA Office;true
9659;Martin-Carpenter;NA;Steel Rebars;2654.51;USD;21;3.35;construction;contact@martincarpenter.com;+1-555-000-0000;NA Office;true
9660;Mclean and Sons;EU;Steel Rebars;6432.87;USD;39;4.65;construction;contact@mcleanandsons.com;+1-555-000-0000;EU Office;true
9661;Davis-Wells;EU;Concrete Mixers;3850.13;USD;29;3.55;construction;contact@daviswells.com;+1-555-000-0000;EU Office;true
9662;Ramirez and Sons;EU;Scaffolding;3901.38;USD;38;3.65;construction;contact@ramirezandsons.com;+1-555-000-0000;EU Office;true
9663;Hernandez, Frazier and Dyer;LATAM;Concrete Mixers;4997.14;USD;21;3.35;construction;contact@hernandezfrazieranddyer.com;+1-555-000-0000;LATAM Office;true
9664;Delgado PLC;EU;Concrete Mixers;3415.26;USD;29;3.35;construction;contact@delgadoplc.com;+1-555-000-0000;EU Office;true
9665;Willis PLC;NA;Cement Bags;343.77;USD;16;4.35;construction;contact@willisplc.com;+1-555-000-0000;NA Office;true
9666;White, Perkins and Rice;LATAM;Cement Bags;10362.09;USD;34;3.85;construction;contact@whiteperkinsandrice.com;+1-555-000-0000;LATAM Office;true
9667;Reed-Hernandez;EU;Cement Bags;13515.34;USD;9;2.85;construction;contact@reedhernandez.com;+1-555-000-0000;EU Office;true
9668;Torres-Harper;APAC;Concrete Mixers;5033.21;USD;17;2.55;construction;contact@torresharper.com;+1-555-000-0000;APAC Office;true
9669;May Inc;MEA;Steel Rebars;12849.72;USD;35;3.85;construction;contact@mayinc.com;+1-555-000-0000;MEA Office;true
9670;Smith-Kelly;APAC;Cement Bags;8804.23;USD;28;3.35;construction;contact@smithkelly.com;+1-555-000-0000;APAC Office;true
9671;Miller Inc;NA;Cement Bags;11730.62;USD;6;3.75;construction;contact@millerinc.com;+1-555-000-0000;NA Office;true
9672;Fry-Hill;LATAM;Scaffolding;410.65;USD;23;2.95;construction;contact@fryhill.com;+1-555-000-0000;LATAM Office;true
9673;Payne LLC;MEA;Concrete Mixers;810.77;USD;32;4.75;construction;contact@paynellc.com;+1-555-000-0000;MEA Office;true
9674;Smith, King and Martin;MEA;Steel Rebars;14949.04;USD;16;2.65;construction;contact@smithkingandmartin.com;+1-555-000-0000;MEA Office;true
9675;Williams-Jennings;MEA;Concrete Mixers;4961.64;USD;18;4.15;construction;contact@williamsjennings.com;+1-555-000-0000;MEA Office;true
9676;Hunter Group;APAC;Concrete Mixers;7617.57;USD;12;4.75;construction;contact@huntergroup.com;+1-555-000-0000;APAC Office;true
9677;Parker, Montoya and Berry;MEA;Glass Panels;8186.31;USD;36;2.55;construction;contact@parkermontoyaandberry.com;+1-555-000-0000;MEA Office;true
9678;Herrera Ltd;LATAM;Glass Panels;68.69;USD;37;2.65;construction;contact@herreraltd.com;+1-555-000-0000;LATAM Office;true
9679;Gilmore Group;APAC;Cement Bags;8726.34;USD;38;4.45;construction;contact@gilmoregroup.com;+1-555-000-0000;APAC Office;true
9680;Hill-Thornton;NA;Concrete Mixers;14818.01;USD;7;3.05;construction;contact@hillthornton.com;+1-555-000-0000;NA Office;true
9681;Ruiz LLC;APAC;Steel Rebars;5612.43;USD;36;4.55;construction;contact@ruizllc.com;+1-555-000-0000;APAC Office;true
9682;Davis-Rodriguez;NA;Glass Panels;540.6;USD;30;4.05;construction;contact@davisrodriguez.com;+1-555-000-0000;NA Office;true
9683;Saunders-Mccormick;MEA;Scaffolding;4779.47;USD;33;3.75;construction;contact@saundersmccormick.com;+1-555-000-0000;MEA Office;true
9684;Burns-Lopez;EU;Steel Rebars;772.47;USD;10;3.95;construction;contact@burnslopez.com;+1-555-000-0000;EU Office;true
9685;Owens, Hansen and Martinez;LATAM;Cement Bags;9882.58;USD;34;4.65;construction;contact@owenshansenandmartinez.com;+1-555-000-0000;LATAM Office;true
9686;Maynard Group;LATAM;Cement Bags;2028.25;USD;7;3.55;construction;contact@maynardgroup.com;+1-555-000-0000;LATAM Office;true
9687;Kim-Gilmore;NA;Steel Rebars;12434.78;USD;37;4.95;construction;contact@kimgilmore.com;+1-555-000-0000;NA Office;true
9688;Adams-Hunter;NA;Concrete Mixers;5000.71;USD;23;3.35;construction;contact@adamshunter.com;+1-555-000-0000;NA Office;true
9689;Watkins, Marsh and Gutierrez;APAC;Concrete Mixers;7663.02;USD;36;4.45;construction;contact@watkinsmarshandgutierrez.com;+1-555-000-0000;APAC Office;true
9690;Johnson and Sons;EU;Scaffolding;9818.71;USD;5;4.65;construction;contact@johnsonandsons.com;+1-555-000-0000;EU Office;true
9691;Fields Ltd;MEA;Cement Bags;3118.37;USD;26;3.75;construction;contact@fieldsltd.com;+1-555-000-0000;MEA Office;true
9692;Herrera-Mendoza;NA;Concrete Mixers;12713.07;USD;8;4.15;construction;contact@herreramendoza.com;+1-555-000-0000;NA Office;true
9693;Chase, Fowler and Long;NA;Cement Bags;12529.54;USD;18;4.35;construction;contact@chasefowlerandlong.com;+1-555-000-0000;NA Office;true
9694;Baxter Inc;LATAM;Glass Panels;14262.49;USD;33;3.05;construction;contact@baxterinc.com;+1-555-000-0000;LATAM Office;true
9695;Gomez Inc;LATAM;Steel Rebars;2791.9;USD;39;3.05;construction;contact@gomezinc.com;+1-555-000-0000;LATAM Office;true
9696;Barker, Jenkins and Adams;MEA;Glass Panels;6847.18;USD;34;4.95;construction;contact@barkerjenkinsandadams.com;+1-555-000-0000;MEA Office;true
9697;Chandler-Thompson;NA;Scaffolding;4674.24;USD;6;3.05;construction;contact@chandlerthompson.com;+1-555-000-0000;NA Office;true
9698;Richards-Cooke;EU;Scaffolding;6454.56;USD;7;3.95;construction;contact@richardscooke.com;+1-555-000-0000;EU Office;true
9699;Orozco LLC;NA;Steel Rebars;5983.33;USD;18;4.55;construction;contact@orozcollc.com;+1-555-000-0000;NA Office;true
9700;Sanders-Ashley;EU;Concrete Mixers;3785.4;USD;18;2.95;construction;contact@sandersashley.com;+1-555-000-0000;EU Office;true
9701;Brown PLC;NA;Concrete Mixers;14875.62;USD;27;2.75;construction;contact@brownplc.com;+1-555-000-0000;NA Office;true
9702;Schneider, Robinson and Taylor;APAC;Steel Rebars;11223.72;USD;36;2.65;construction;contact@schneiderrobinsonandtaylor.com;+1-555-000-0000;APAC Office;true
9703;Mays, Ward and Mcconnell;APAC;Scaffolding;14828.95;USD;17;2.55;construction;contact@mayswardandmcconnell.com;+1-555-000-0000;APAC Office;true
9704;Graham LLC;LATAM;Scaffolding;11631.95;USD;9;2.85;construction;contact@grahamllc.com;+1-555-000-0000;LATAM Office;true
9705;Foster, Johnson and Pace;LATAM;Steel Rebars;624.62;USD;20;4.95;construction;contact@fosterjohnsonandpace.com;+1-555-000-0000;LATAM Office;true
9706;Hall-Carter;EU;Scaffolding;984.98;USD;23;4.75;construction;contact@hallcarter.com;+1-555-000-0000;EU Office;true
9707;Mcclure-Robinson;EU;Cement Bags;4090.59;USD;30;2.85;construction;contact@mcclurerobinson.com;+1-555-000-0000;EU Office;true
9708;Green LLC;LATAM;Scaffolding;10203.98;USD;36;3.05;construction;contact@greenllc.com;+1-555-000-0000;LATAM Office;true
9709;Merritt Inc;LATAM;Scaffolding;14033.79;USD;29;4.25;construction;contact@merrittinc.com;+1-555-000-0000;LATAM Office;true
9710;Fleming PLC;LATAM;Steel Rebars;130.13;USD;22;3.75;construction;contact@flemingplc.com;+1-555-000-0000;LATAM Office;true
9711;Cohen, Dillon and Carroll;NA;Scaffolding;8408.51;USD;11;3.85;construction;contact@cohendillonandcarroll.com;+1-555-000-0000;NA Office;true
9712;Daugherty-Hudson;APAC;Glass Panels;5876.47;USD;24;4.15;construction;contact@daughertyhudson.com;+1-555-000-0000;APAC Office;true
9713;Little, Reid and Fitzgerald;MEA;Glass Panels;4146.45;USD;18;3.75;construction;contact@littlereidandfitzgerald.com;+1-555-000-0000;MEA Office;true
9714;Nichols LLC;EU;Glass Panels;6707.04;USD;22;4.15;construction;contact@nicholsllc.com;+1-555-000-0000;EU Office;true
9715;Smith, Ray and Rodriguez;MEA;Glass Panels;12861.06;USD;36;4.95;construction;contact@smithrayandrodriguez.com;+1-555-000-0000;MEA Office;true
9716;Nguyen Inc;LATAM;Scaffolding;1573.33;USD;37;3.25;construction;contact@nguyeninc.com;+1-555-000-0000;LATAM Office;true
9717;Steele-Adams;LATAM;Scaffolding;9730.63;USD;14;3.15;construction;contact@steeleadams.com;+1-555-000-0000;LATAM Office;true
9718;Gilbert-Martinez;NA;Scaffolding;11056.63;USD;22;2.95;construction;contact@gilbertmartinez.com;+1-555-000-0000;NA Office;true
9719;Sanford-Morgan;LATAM;Cement Bags;2568.65;USD;32;3.35;construction;contact@sanfordmorgan.com;+1-555-000-0000;LATAM Office;true
9720;Valdez LLC;EU;Cement Bags;497.24;USD;17;3.25;construction;contact@valdezllc.com;+1-555-000-0000;EU Office;true
9721;Garrett-Cortez;MEA;Steel Rebars;13971.04;USD;15;2.85;construction;contact@garrettcortez.com;+1-555-000-0000;MEA Office;true
9722;Rivera PLC;MEA;Steel Rebars;2279.55;USD;22;4.15;construction;contact@riveraplc.com;+1-555-000-0000;MEA Office;true
9723;Herrera-Robinson;EU;Steel Rebars;5475.29;USD;27;4.15;construction;contact@herrerarobinson.com;+1-555-000-0000;EU Office;true
9724;Curry-Kelly;EU;Scaffolding;8465.15;USD;13;2.65;construction;contact@currykelly.com;+1-555-000-0000;EU Office;true
9725;Johnson-Mcconnell;NA;Concrete Mixers;3905.85;USD;38;4.75;construction;contact@johnsonmcconnell.com;+1-555-000-0000;NA Office;true
9726;Brown and Sons;NA;Cement Bags;5821.99;USD;33;4.45;construction;contact@brownandsons.com;+1-555-000-0000;NA Office;true
9727;Torres-Martin;MEA;Cement Bags;371.77;USD;15;2.75;construction;contact@torresmartin.com;+1-555-000-0000;MEA Office;true
9728;Weaver-Ray;NA;Steel Rebars;10724.31;USD;11;3.25;construction;contact@weaverray.com;+1-555-000-0000;NA Office;true
9729;Cochran-May;NA;Glass Panels;12249.2;USD;37;4.55;construction;contact@cochranmay.com;+1-555-000-0000;NA Office;true
9730;Bell, Miller and Stanley;EU;Scaffolding;5848.28;USD;13;3.95;construction;contact@bellmillerandstanley.com;+1-555-000-0000;EU Office;true
9731;Smith, Webb and Miller;APAC;Concrete Mixers;6138.63;USD;37;2.95;construction;contact@smithwebbandmiller.com;+1-555-000-0000;APAC Office;true
9732;Castro Inc;LATAM;Scaffolding;4790.01;USD;12;2.65;construction;contact@castroinc.com;+1-555-000-0000;LATAM Office;true
9733;Warner, Stafford and Wallace;MEA;Concrete Mixers;12638.99;USD;38;3.55;construction;contact@warnerstaffordandwallace.com;+1-555-000-0000;MEA Office;true
9734;Rodriguez-Hunter;APAC;Cement Bags;9071.88;USD;32;4.95;construction;contact@rodriguezhunter.com;+1-555-000-0000;APAC Office;true
9735;Adams, Holder and Lee;EU;Concrete Mixers;369.76;USD;33;4.95;construction;contact@adamsholderandlee.com;+1-555-000-0000;EU Office;true
9736;Hubbard PLC;LATAM;Concrete Mixers;4606.01;USD;8;4.35;construction;contact@hubbardplc.com;+1-555-000-0000;LATAM Office;true
